Timestamp (s),Engine RPM,Vehicle Speed (km/h),Coolant Temp (°C),Throttle Position (%),Engine Load (%),Intake Air Temp (°C),MAF Air Flow (g/s)
1509,600,0,105,8,16,42,25.8
1510,600,0,105,4,17,34,21.3
1511,600,0,105,3,15,25,8.9
1512,600,0,105,1,17,31,28.6
1513,600,0,105,2,10,22,20.7
1514,600,0,105,4,15,20,46.8
1515,600,0,105,9,10,53,42.9
1516,600,0,105,4,14,59,17.0
1517,600,0,105,0,15,48,27.1
1518,600,0,105,4,18,27,32.3
1519,600,0,105,6,19,54,23.3
1520,600,0,105,4,19,60,46.8
1521,600,0,105,2,14,28,47.6
1522,600,0,105,10,17,52,6.0
1523,600,0,105,3,14,30,22.4
1524,600,0,105,4,15,20,4.4
1525,600,0,105,3,16,49,11.6
1526,600,0,105,0,11,36,16.2
1527,600,0,105,2,11,54,15.3
1528,600,0,105,7,14,27,12.7
1529,600,0,105,8,10,20,22.7
1530,600,0,105,1,16,30,47.8
1531,600,0,105,6,11,21,37.5
1532,600,0,105,10,19,24,12.7
1533,600,0,105,3,18,23,36.7
1534,600,0,105,6,11,52,45.4
1535,600,0,105,2,19,39,36.2
1536,600,0,105,0,17,59,16.1
1537,600,0,105,8,10,30,38.7
1538,600,0,105,7,13,36,12.6
1539,600,0,105,1,15,52,42.9
1540,600,0,105,5,16,31,45.1
1541,600,0,105,2,11,34,14.5
1542,600,0,105,3,20,23,26.9
1543,600,0,105,7,12,45,28.0
1544,600,0,105,7,10,53,39.7
1545,600,0,105,8,14,41,3.8
1546,600,0,105,1,11,28,36.1
1547,600,0,105,6,13,33,49.0
1548,600,0,105,7,18,39,13.5
1549,600,0,105,2,11,48,32.7
1550,600,0,105,7,16,24,7.3
1551,600,0,105,8,12,44,41.1
1552,600,0,105,3,12,42,36.5
1553,600,0,105,9,19,51,25.0
1554,600,0,105,5,19,30,17.4
1555,600,0,105,5,18,59,7.4
1556,600,0,105,3,18,53,7.8
1557,600,0,105,2,15,40,38.2
1558,600,0,105,9,17,30,12.5
1559,600,0,105,7,10,23,41.0
1560,600,0,105,1,16,49,48.0
1561,600,0,105,1,13,20,4.2
1562,600,0,105,4,15,30,24.7
1563,600,0,105,2,11,39,24.7
1564,600,0,105,3,18,30,7.7
1565,600,0,105,7,17,48,39.3
1566,600,0,105,9,12,52,16.0
1567,600,0,105,10,15,30,26.2
1568,600,0,105,8,13,39,7.4
1569,600,0,105,10,12,58,30.3
1570,600,0,105,4,12,20,38.0
1571,600,0,105,1,17,25,37.6
1572,600,0,105,4,17,32,11.2
1573,600,0,105,9,13,41,13.9
1574,600,0,105,4,19,31,36.8
1575,600,0,105,5,16,27,23.1
1576,600,0,105,8,15,55,44.8
1577,600,0,105,6,18,25,19.3
1578,600,0,105,5,17,21,41.7
1579,600,0,105,1,10,57,25.1
1580,600,0,105,5,10,60,47.5
1581,600,0,105,9,13,53,39.6
1582,600,0,105,4,12,46,49.2
1583,600,0,105,6,12,33,15.0
1584,600,0,105,10,19,52,18.4
1585,600,0,105,9,11,57,14.6
1586,600,0,105,2,11,58,34.0
1587,600,0,105,7,11,29,36.2
1588,600,0,105,10,15,25,31.0
1589,600,0,105,4,14,46,4.3
1590,600,0,105,6,14,22,32.4
1591,600,0,105,6,11,60,9.8
1592,600,0,105,0,10,49,20.8
1593,600,0,105,2,11,48,40.5
1594,600,0,105,3,17,23,16.2
1595,600,0,105,3,14,27,5.9
1596,600,0,105,6,16,21,21.0
1597,600,0,105,3,20,34,24.0
1598,600,0,105,6,18,54,25.1
1599,600,0,105,6,12,25,11.4
1600,600,0,105,10,18,34,30.5
1601,600,0,105,0,12,48,27.1
1602,600,0,105,5,16,36,38.3
1603,600,0,105,3,12,43,45.5
1604,600,0,105,8,12,48,16.5
1605,600,0,105,10,13,47,4.0
1606,600,0,105,1,13,26,45.5
1607,600,0,105,9,12,34,28.7
1608,600,0,105,4,18,33,6.6
1609,600,0,105,3,16,20,30.4
1610,600,0,105,5,17,37,46.4
1611,600,0,105,6,18,41,21.9
1612,600,0,105,6,18,51,11.1
1613,600,0,105,1,16,53,28.4
1614,600,0,105,4,11,39,22.3
1615,600,0,105,7,17,59,15.8
1616,600,0,105,6,16,55,9.5
1617,600,0,105,1,11,22,39.5
1618,600,0,105,5,18,49,8.2
1619,600,0,105,9,18,25,2.6
1620,600,0,105,7,18,50,24.0
1621,600,0,105,8,20,49,11.7
1622,600,0,105,2,10,60,29.3
1623,600,0,105,2,10,36,45.9
1624,600,0,105,6,19,27,29.9
1625,600,0,105,9,13,35,48.9
1626,600,0,105,0,10,47,35.2
1627,600,0,105,3,15,24,25.2
1628,600,0,105,0,19,25,25.3
1629,600,0,105,5,14,59,27.7
1630,600,0,105,8,13,29,6.6
1631,600,0,105,5,12,23,36.3
1632,600,0,105,10,20,20,49.9
1633,600,0,105,2,19,58,45.4
1634,600,0,105,2,19,27,10.9
1635,600,0,105,7,19,30,6.3
1636,600,0,105,8,18,22,15.9
1637,600,0,105,7,12,50,37.4
1638,600,0,105,5,12,48,19.7
1639,600,0,105,8,14,29,26.7
1640,600,0,105,3,17,53,24.3
1641,600,0,105,2,13,55,19.7
1642,600,0,105,8,18,41,48.4
1643,600,0,105,0,14,55,19.2
1644,600,0,105,5,13,29,18.7
1645,600,0,105,8,11,22,3.2
1646,600,0,105,0,10,24,42.8
1647,600,0,105,10,19,29,30.5
1648,600,0,105,5,19,43,25.2
1649,600,0,105,1,17,34,12.3
1650,600,0,105,10,12,47,29.6
1651,600,0,105,8,10,50,43.2
1652,600,0,105,3,10,51,9.6
1653,600,0,105,3,20,42,14.5
1654,600,0,105,6,15,57,5.9
1655,600,0,105,10,12,24,9.2
1656,600,0,105,0,12,39,39.8
1657,600,0,105,5,17,57,15.6
1658,600,0,105,8,18,47,43.1
1659,600,0,105,2,17,56,15.7
1660,600,0,105,7,12,43,27.1
1661,600,0,105,3,17,20,23.2
1662,600,0,105,7,13,31,40.2
1663,600,0,105,2,10,27,13.1
1664,600,0,105,7,17,60,16.0
1665,600,0,105,5,19,41,48.5
1666,600,0,105,7,12,43,26.8
1667,600,0,105,6,16,26,46.5
1668,600,0,105,9,19,36,5.9
1669,600,0,105,5,19,42,39.4
1670,600,0,105,10,10,56,36.3
1671,600,0,105,9,15,50,39.7
1672,600,0,105,8,20,44,18.3
1673,600,0,105,9,19,44,32.0
1674,600,0,105,4,14,33,23.3
1675,600,0,105,1,20,24,37.9
1676,600,0,105,9,20,38,19.6
1677,600,0,105,5,13,57,30.1
1678,600,0,105,2,16,44,14.1
1679,600,0,105,0,20,46,4.6
1680,600,0,105,3,13,26,38.2
1681,600,0,105,7,10,57,49.6
1682,600,0,105,0,19,36,28.2
1683,600,0,105,7,14,59,26.9
1684,600,0,105,5,19,27,8.6
1685,600,0,105,10,15,41,48.7
1686,600,0,105,2,11,59,22.8
1687,600,0,105,4,17,50,18.5
1688,600,0,105,10,18,50,46.6
1689,600,0,105,9,16,27,6.9
1690,600,0,105,8,10,28,6.7
1691,600,0,105,5,16,46,6.3
1692,600,0,105,6,14,46,27.8
1693,600,0,105,4,10,27,19.5
1694,600,0,105,7,12,45,22.1
1695,600,0,105,7,14,57,15.4
1696,600,0,105,3,20,37,32.5
1697,600,0,105,0,19,43,37.2
1698,600,0,105,10,19,43,23.6
1699,600,0,105,7,20,45,27.4
1700,600,0,105,10,20,38,48.1
1701,600,0,105,0,19,25,4.6
1702,600,0,105,3,14,30,13.5
1703,600,0,105,9,14,35,24.3
1704,600,0,105,9,10,42,24.4
1705,600,0,105,8,19,21,28.1
1706,600,0,105,3,12,35,15.7
1707,600,0,105,7,14,23,6.9
1708,600,0,105,10,20,45,29.1
1709,600,0,105,0,11,58,29.6
1710,600,0,105,4,10,29,25.3
1711,600,0,105,3,17,30,20.6
1712,600,0,105,5,17,44,28.4
1713,600,0,105,9,14,28,43.2
1714,600,0,105,1,13,26,26.2
1715,600,0,105,2,11,32,41.4
1716,600,0,105,10,14,43,12.5
1717,600,0,105,10,19,40,25.2
1718,600,0,105,3,13,50,38.0
1719,600,0,105,4,15,45,40.3
1720,600,0,105,7,20,55,29.6
1721,600,0,105,4,12,55,3.9
1722,600,0,105,0,12,31,30.7
1723,600,0,105,1,17,53,4.9
1724,600,0,105,7,17,43,31.8
1725,600,0,105,3,12,28,8.8
1726,600,0,105,3,18,59,43.6
1727,600,0,105,10,18,51,2.0
1728,600,0,105,5,19,37,30.2
1729,600,0,105,5,19,23,17.7
1730,600,0,105,3,20,54,44.6
1731,600,0,105,1,14,38,20.5
1732,600,0,105,5,15,34,42.8
1733,600,0,105,0,17,38,47.2
1734,600,0,105,7,15,33,7.3
1735,600,0,105,7,18,30,21.7
1736,600,0,105,8,16,59,24.3
1737,600,0,105,6,12,28,38.6
1738,600,0,105,10,17,28,20.3
1739,600,0,105,1,18,28,35.5
1740,600,0,105,4,18,60,47.2
1741,600,0,105,8,14,37,15.2
1742,600,0,105,9,20,21,20.4
1743,600,0,105,0,17,26,7.6
1744,600,0,105,7,19,52,38.3
1745,600,0,105,7,18,26,26.0
1746,600,0,105,0,12,49,23.4
1747,600,0,105,0,12,20,6.7
1748,600,0,105,1,20,39,40.9
1749,600,0,105,10,12,53,45.9
1750,600,0,105,7,18,22,12.9
1751,600,0,105,2,18,58,13.1
1752,600,0,105,7,12,20,15.9
1753,600,0,105,1,17,23,42.7
1754,600,0,105,2,13,35,31.5
1755,600,0,105,1,10,44,3.5
1756,600,0,105,6,20,59,24.7
1757,600,0,105,10,11,49,16.8
1758,600,0,105,6,19,46,18.2
1759,600,0,105,5,14,60,25.7
1760,600,0,105,1,20,48,48.1
1761,600,0,105,3,11,55,37.9
1762,600,0,105,4,10,20,24.4
1763,600,0,105,6,18,41,13.7
1764,600,0,105,7,12,59,36.4
1765,600,0,105,2,12,46,20.4
1766,600,0,105,2,17,33,37.0
1767,600,0,105,10,12,27,16.6
1768,600,0,105,9,12,30,8.0
1769,600,0,105,10,20,32,3.3
1770,600,0,105,4,18,49,48.2
1771,600,0,105,3,10,20,46.6
1772,600,0,105,8,13,40,31.3
1773,600,0,105,5,15,51,35.6
1774,600,0,105,5,10,44,42.3
1775,600,0,105,7,14,53,34.3
1776,600,0,105,7,19,20,4.5
1777,600,0,105,1,19,27,6.5
1778,600,0,105,10,11,46,19.1
1779,600,0,105,2,10,37,18.0
1780,600,0,105,8,11,39,19.3
1781,600,0,105,0,17,59,23.3
1782,600,0,105,7,20,37,27.7
1783,600,0,105,9,15,28,12.1
1784,600,0,105,1,11,20,4.8
1785,600,0,105,10,17,30,44.2
1786,600,0,105,1,18,35,41.1
1787,600,0,105,7,10,40,16.4
1788,600,0,105,9,11,47,9.4
1789,600,0,105,3,16,32,17.9
1790,600,0,105,1,13,25,13.7
1791,600,0,105,6,17,30,43.5
1792,600,0,105,4,18,53,46.9
1793,600,0,105,6,13,31,40.4
1794,600,0,105,8,17,20,3.7
1795,600,0,105,9,14,34,25.8
1796,600,0,105,7,14,57,34.9
1797,600,0,105,8,20,29,19.5
1798,600,0,105,3,15,58,19.7
1799,600,0,105,9,13,53,28.8
1800,600,0,105,8,17,25,40.2
1801,600,0,105,0,12,23,28.1
1802,600,0,105,8,19,44,45.5
1803,600,0,105,2,16,31,25.4
1804,600,0,105,8,16,48,22.0
1805,600,0,105,0,12,59,22.7
1806,600,0,105,1,10,46,20.5
1807,600,0,105,9,20,34,38.5
1808,600,0,105,7,20,47,5.3
1809,600,0,105,0,11,53,11.8
1810,600,0,105,3,13,59,45.5
1811,600,0,105,7,14,56,42.7
1812,600,0,105,8,14,20,28.7
1813,600,0,105,6,17,53,8.1
1814,600,0,105,7,14,53,4.6
1815,600,0,105,0,15,39,26.7
1816,600,0,105,10,14,38,17.9
1817,600,0,105,0,18,35,26.3
1818,600,0,105,5,14,22,44.2
1819,600,0,105,3,17,58,49.5
1820,600,0,105,10,16,56,31.6
1821,600,0,105,3,18,26,2.1
1822,600,0,105,10,13,23,11.8
1823,600,0,105,4,18,23,33.3
1824,600,0,105,4,13,53,5.4
1825,600,0,105,0,18,49,36.2
1826,600,0,105,8,17,22,16.2
1827,600,0,105,3,19,37,47.4
1828,600,0,105,10,14,30,46.0
1829,600,0,105,6,17,35,6.1
1830,600,0,105,8,15,45,36.3
1831,600,0,105,6,15,54,24.4
1832,600,0,105,6,14,46,6.9
1833,600,0,105,0,20,24,6.0
1834,600,0,105,7,20,34,8.0
1835,600,0,105,10,18,59,33.6
1836,600,0,105,3,12,35,3.7
1837,600,0,105,4,13,48,22.2
1838,600,0,105,4,20,49,31.5
1839,600,0,105,2,11,30,12.0
1840,600,0,105,4,10,50,26.9
1841,600,0,105,3,14,43,18.4
1842,600,0,105,4,19,40,38.6
1843,600,0,105,5,13,35,4.4
1844,600,0,105,2,11,49,39.5
1845,600,0,105,7,15,28,42.4
1846,600,0,105,1,14,34,34.7
1847,600,0,105,2,15,21,24.4
1848,600,0,105,6,20,50,44.5
1849,600,0,105,3,17,33,12.3
1850,600,0,105,9,20,50,12.4
1851,600,0,105,1,12,59,33.7
1852,600,0,105,10,17,22,5.7
1853,600,0,105,0,10,48,12.3
1854,600,0,105,10,13,33,40.7
1855,600,0,105,0,13,41,9.8
1856,600,0,105,1,15,56,43.7
1857,600,0,105,1,13,34,47.7
1858,600,0,105,3,13,27,38.8
1859,600,0,105,0,17,32,37.0
1860,600,0,105,0,16,55,23.1
1861,600,0,105,9,12,39,11.4
1862,600,0,105,5,11,39,12.2
1863,600,0,105,5,19,57,21.8
1864,600,0,105,0,16,40,22.2
1865,600,0,105,10,18,36,49.5
1866,600,0,105,9,11,20,36.6
1867,600,0,105,0,14,44,17.2
1868,600,0,105,8,12,42,32.8
1869,600,0,105,7,19,57,20.2
1870,600,0,105,6,20,54,27.1
1871,600,0,105,0,13,45,34.5
1872,600,0,105,8,11,51,32.4
1873,600,0,105,3,16,60,6.8
1874,600,0,105,6,10,41,12.6
1875,600,0,105,6,17,20,36.8
1876,600,0,105,1,15,38,5.8
1877,600,0,105,8,13,25,45.9
1878,600,0,105,3,15,40,39.4
1879,600,0,105,7,15,55,29.8
1880,600,0,105,3,11,44,36.5
1881,600,0,105,4,19,52,36.8
1882,600,0,105,4,19,60,8.7
1883,600,0,105,1,20,52,26.0
1884,600,0,105,6,18,42,33.7
1885,600,0,105,8,12,37,30.7
1886,600,0,105,0,18,33,49.5
1887,600,0,105,7,19,46,40.6
1888,600,0,105,6,20,24,5.6
1889,600,0,105,5,18,54,10.1
1890,600,0,105,6,16,37,7.0
1891,600,0,105,3,10,42,30.8
1892,600,0,105,5,17,32,3.4
1893,600,0,105,1,15,27,24.8
1894,600,0,105,1,19,49,37.7
1895,600,0,105,2,14,29,5.0
1896,600,0,105,2,20,52,27.6
1897,600,0,105,2,10,20,27.9
1898,600,0,105,2,11,21,5.1
1899,600,0,105,0,19,40,31.7
1900,600,0,105,7,11,40,38.7
1901,600,0,105,6,19,45,48.5
1902,600,0,105,2,11,35,32.3
1903,600,0,105,0,20,27,15.5
1904,600,0,105,7,13,48,36.1
1905,600,0,105,6,19,47,9.5
1906,600,0,105,9,18,29,26.4
1907,600,0,105,10,17,31,33.8
1908,600,0,105,10,14,46,17.5
1909,600,0,105,5,12,28,33.5
1910,600,0,105,2,15,24,11.5
1911,600,0,105,9,15,25,17.3
1912,600,0,105,2,15,42,11.7
1913,600,0,105,0,13,35,18.9
1914,600,0,105,9,15,50,17.6
1915,600,0,105,6,19,38,5.3
1916,600,0,105,8,12,48,36.1
1917,600,0,105,1,20,25,39.9
1918,600,0,105,1,17,46,10.7
1919,600,0,105,7,15,42,9.4
1920,600,0,105,9,20,27,49.8
1921,600,0,105,2,19,29,33.9
1922,600,0,105,8,19,59,16.8
1923,600,0,105,0,17,48,41.1
1924,600,0,105,6,15,46,49.0
1925,600,0,105,7,17,35,17.0
1926,600,0,105,8,17,60,44.7
1927,600,0,105,1,20,26,40.9
1928,600,0,105,4,19,21,15.5
1929,600,0,105,7,15,52,40.5
1930,600,0,105,2,12,47,18.7
1931,600,0,105,6,12,39,47.1
1932,600,0,105,3,20,50,5.5
1933,600,0,105,0,12,60,45.5
1934,600,0,105,6,18,50,31.5
1935,600,0,105,8,11,36,27.9
1936,600,0,105,9,12,23,47.5
1937,600,0,105,0,14,49,24.2
1938,600,0,105,10,17,44,2.9
1939,600,0,105,4,12,43,12.4
1940,600,0,105,9,12,55,39.3
1941,600,0,105,3,11,52,6.1
1942,600,0,105,1,13,53,28.9
1943,600,0,105,9,14,50,36.8
1944,600,0,105,8,18,27,8.0
1945,600,0,105,6,11,42,4.0
1946,600,0,105,7,18,35,8.7
1947,600,0,105,0,11,28,2.6
1948,600,0,105,6,18,57,6.8
1949,600,0,105,2,18,38,27.1
1950,600,0,105,7,19,57,3.0
1951,600,0,105,4,13,37,3.4
1952,600,0,105,1,19,23,7.5
1953,600,0,105,0,20,21,12.8
1954,600,0,105,5,16,41,11.7
1955,600,0,105,3,18,58,9.8
1956,600,0,105,2,10,46,44.2
1957,600,0,105,8,15,24,29.4
1958,600,0,105,10,11,22,16.6
1959,600,0,105,5,12,24,11.2
1960,600,0,105,7,14,53,17.9
1961,600,0,105,1,10,47,29.6
1962,600,0,105,0,16,26,5.9
1963,600,0,105,2,16,50,43.2
1964,600,0,105,3,20,40,4.5
1965,600,0,105,7,14,43,29.2
1966,600,0,105,10,19,32,15.0
1967,600,0,105,6,14,24,49.6
1968,600,0,105,5,11,23,22.2
1969,600,0,105,1,12,20,4.0
1970,600,0,105,3,11,20,5.5
1971,600,0,105,1,11,38,47.9
1972,600,0,105,3,12,49,13.7
1973,600,0,105,8,13,22,14.8
1974,600,0,105,8,13,35,36.7
1975,600,0,105,5,12,34,42.8
1976,600,0,105,7,10,56,20.5
1977,600,0,105,7,10,31,40.9
1978,600,0,105,1,20,26,7.4
1979,600,0,105,0,11,53,45.7
1980,600,0,105,0,20,26,34.4
1981,600,0,105,6,18,22,34.6
1982,600,0,105,1,15,52,22.6
1983,600,0,105,2,18,32,37.2
1984,600,0,105,3,20,27,31.1
1985,600,0,105,1,18,28,27.9
1986,600,0,105,7,16,53,30.8
1987,600,0,105,9,12,28,22.8
1988,600,0,105,5,13,57,34.6
1989,600,0,105,4,10,56,17.2
1990,600,0,105,3,19,47,3.8
1991,600,0,105,6,15,35,32.0
1992,600,0,105,10,11,21,25.6
1993,600,0,105,6,12,58,21.1
1994,600,0,105,6,16,45,32.5
1995,600,0,105,3,19,41,46.6
1996,600,0,105,7,18,31,18.5
1997,600,0,105,2,18,25,42.5
1998,600,0,105,0,20,47,20.5
1999,600,0,105,5,14,44,34.8
2000,600,0,105,6,15,57,29.5
2001,600,0,105,3,15,37,43.5
2002,600,0,105,4,14,57,21.5
2003,600,0,105,6,17,24,26.5
2004,600,0,105,0,19,58,22.2
2005,600,0,105,9,11,30,38.0
2006,600,0,105,8,20,48,27.3
2007,600,0,105,2,12,38,13.3
2008,600,0,105,5,13,52,44.0
2009,600,0,105,10,19,47,43.9
2010,600,0,105,0,14,20,36.3
2011,600,0,105,5,12,59,16.0
2012,600,0,105,0,12,31,17.3
2013,600,0,105,3,14,45,21.1
2014,600,0,105,5,19,23,39.7
2015,600,0,105,5,14,47,13.0
2016,600,0,105,9,18,49,20.3
2017,600,0,105,10,14,26,43.6
2018,600,0,105,4,16,41,6.2
2019,600,0,105,10,12,26,39.3
2020,600,0,105,6,11,57,9.0
2021,600,0,105,9,20,41,12.5
2022,600,0,105,0,19,36,34.9
2023,600,0,105,3,20,55,29.0
2024,600,0,105,3,16,47,18.1
2025,600,0,105,6,19,60,30.1
2026,600,0,105,7,15,49,4.2
2027,600,0,105,4,15,21,49.9
2028,600,0,105,3,19,56,33.4
2029,600,0,105,9,11,27,43.2
2030,600,0,105,7,19,38,36.1
2031,600,0,105,1,17,20,16.8
2032,600,0,105,6,17,29,39.3
2033,600,0,105,0,15,43,38.3
2034,600,0,105,8,12,51,43.9
2035,600,0,105,5,14,54,34.3
2036,600,0,105,5,15,54,11.1
2037,600,0,105,5,17,47,33.3
2038,600,0,105,8,20,30,23.7
2039,600,0,105,10,11,60,13.5
2040,600,0,105,0,10,52,34.1
2041,600,0,105,0,18,25,8.2
2042,600,0,105,5,12,48,3.6
2043,600,0,105,9,11,27,34.4
2044,600,0,105,9,18,40,3.8
2045,600,0,105,7,11,53,48.6
2046,600,0,105,10,11,57,8.8
2047,600,0,105,10,15,45,35.4
2048,600,0,105,2,15,21,26.3
2049,600,0,105,3,12,51,20.7
2050,600,0,105,6,19,53,45.7
2051,600,0,105,8,17,39,27.1
2052,600,0,105,0,15,45,31.1
2053,600,0,105,5,13,30,20.9
2054,600,0,105,3,19,44,37.1
2055,600,0,105,9,13,58,47.2
2056,600,0,105,2,10,32,46.5
2057,600,0,105,2,14,36,10.5
2058,600,0,105,0,15,25,26.9
2059,600,0,105,5,14,35,40.4
2060,600,0,105,5,20,48,11.0
2061,600,0,105,6,19,56,35.0
2062,600,0,105,8,18,43,21.7
2063,600,0,105,7,10,50,49.5
2064,600,0,105,3,14,50,8.4
2065,600,0,105,9,12,21,17.5
2066,600,0,105,6,14,60,26.8
2067,600,0,105,1,14,44,34.3
2068,600,0,105,6,10,22,27.6
2069,600,0,105,6,14,50,35.4
2070,600,0,105,4,11,54,47.8
2071,600,0,105,4,14,44,47.8
2072,600,0,105,7,18,52,14.9
2073,600,0,105,4,17,54,5.6
2074,600,0,105,2,14,40,11.1
2075,600,0,105,0,11,56,21.9
2076,600,0,105,9,13,32,28.3
2077,600,0,105,5,15,30,42.9
2078,600,0,105,4,16,41,42.2
2079,600,0,105,2,20,44,25.9
2080,600,0,105,9,16,57,31.1
2081,600,0,105,5,15,28,39.0
2082,600,0,105,0,13,44,11.1
2083,600,0,105,3,14,29,3.6
2084,600,0,105,2,12,56,21.9
2085,600,0,105,6,13,59,46.3
2086,600,0,105,8,20,37,27.6
2087,600,0,105,1,18,58,37.6
2088,600,0,105,3,15,31,25.8
2089,600,0,105,0,17,34,32.5
2090,600,0,105,0,17,23,36.0
2091,600,0,105,6,13,41,44.7
2092,600,0,105,2,20,37,19.4
2093,600,0,105,10,10,42,45.9
2094,600,0,105,3,13,49,3.8
2095,600,0,105,6,12,40,18.2
2096,600,0,105,3,16,28,42.6
2097,600,0,105,6,11,44,45.2
2098,600,0,105,7,15,43,19.3
2099,600,0,105,7,17,35,25.6
2100,600,0,105,3,16,45,24.6
2101,600,0,105,4,20,58,12.8
2102,600,0,105,8,17,24,43.2
2103,600,0,105,10,20,20,29.1
2104,600,0,105,0,12,40,18.2
2105,600,0,105,5,14,52,34.1
2106,600,0,105,5,12,40,21.4
2107,600,0,105,0,19,24,11.0
2108,600,0,105,5,16,52,42.1
2109,600,0,105,2,15,27,19.2
2110,600,0,105,6,13,54,24.7
2111,600,0,105,0,18,26,36.3
2112,600,0,105,0,19,51,2.0
2113,600,0,105,8,16,29,2.4
2114,600,0,105,2,13,58,34.1
2115,600,0,105,0,19,59,4.4
2116,600,0,105,9,16,22,43.7
2117,600,0,105,7,20,57,31.9
2118,600,0,105,10,15,34,5.4
2119,600,0,105,4,18,34,6.1
2120,600,0,105,0,12,60,11.7
2121,600,0,105,7,20,59,30.1
2122,600,0,105,4,14,21,29.9
2123,600,0,105,0,19,26,21.3
2124,600,0,105,3,14,52,19.0
2125,600,0,105,2,17,56,17.5
2126,600,0,105,0,10,26,38.6
2127,600,0,105,0,19,34,29.8
2128,600,0,105,10,19,49,41.0
2129,600,0,105,10,13,54,25.3
2130,600,0,105,0,19,30,29.8
2131,600,0,105,9,17,48,5.6
2132,600,0,105,7,15,49,15.1
2133,600,0,105,9,11,55,19.0
2134,600,0,105,3,10,23,17.2
2135,600,0,105,0,17,51,33.2
2136,600,0,105,4,12,31,46.0
2137,600,0,105,7,10,21,47.0
2138,600,0,105,2,15,33,5.1
2139,600,0,105,2,19,42,27.1
2140,600,0,105,0,20,47,40.4
2141,600,0,105,3,10,42,45.8
2142,600,0,105,4,12,28,46.9
2143,600,0,105,0,13,54,15.5
2144,600,0,105,6,12,28,45.6
2145,600,0,105,9,13,53,26.4
2146,600,0,105,2,16,48,2.8
2147,600,0,105,6,16,33,25.7
2148,600,0,105,10,17,42,31.8
2149,600,0,105,9,17,30,16.8
2150,600,0,105,5,18,35,39.8
2151,600,0,105,2,18,42,25.1
2152,600,0,105,10,17,40,39.2
2153,600,0,105,10,16,20,47.0
2154,600,0,105,8,10,50,38.3
2155,600,0,105,9,15,59,44.8
2156,600,0,105,5,11,48,8.0
2157,600,0,105,5,13,55,31.4
2158,600,0,105,9,11,38,15.5
2159,600,0,105,5,11,44,21.7
2160,600,0,105,5,16,30,13.7
2161,600,0,105,5,17,37,26.1
2162,600,0,105,4,20,52,46.5
2163,600,0,105,8,18,35,14.1
2164,600,0,105,3,16,34,47.6
2165,600,0,105,1,11,60,21.8
2166,600,0,105,1,17,32,48.1
2167,600,0,105,4,11,40,38.9
2168,600,0,105,9,15,40,2.7
2169,600,0,105,0,19,50,41.6
2170,600,0,105,0,19,49,10.6
2171,600,0,105,3,19,57,11.0
2172,600,0,105,4,12,25,44.2
2173,600,0,105,1,19,44,13.2
2174,600,0,105,2,10,28,7.8
2175,600,0,105,0,11,43,42.3
2176,600,0,105,10,11,31,44.7
2177,600,0,105,10,17,55,6.8
2178,600,0,105,10,20,54,24.7
2179,600,0,105,4,11,30,12.5
2180,600,0,105,8,14,20,37.8
2181,600,0,105,0,14,52,11.3
2182,600,0,105,10,15,26,21.7
2183,600,0,105,0,18,34,27.2
2184,600,0,105,3,10,58,38.3
2185,600,0,105,2,20,30,24.9
2186,600,0,105,6,20,32,33.6
2187,600,0,105,6,11,48,44.6
2188,600,0,105,10,10,25,23.6
2189,600,0,105,1,10,47,5.2
2190,600,0,105,1,16,45,15.9
2191,600,0,105,1,16,31,37.2
2192,600,0,105,0,13,21,16.5
2193,600,0,105,0,16,27,31.3
2194,600,0,105,7,18,35,19.8
2195,600,0,105,2,14,46,17.5
2196,600,0,105,2,10,27,11.9
2197,600,0,105,9,15,28,27.3
2198,600,0,105,3,17,36,14.7
2199,600,0,105,7,14,33,44.0
2200,600,0,105,4,12,37,43.3
2201,600,0,105,9,15,48,46.3
2202,600,0,105,5,15,59,20.6
2203,600,0,105,1,14,23,14.3
2204,600,0,105,2,17,46,30.4
2205,600,0,105,9,13,42,27.3
2206,600,0,105,6,13,33,41.7
2207,600,0,105,10,17,46,31.4
2208,600,0,105,5,13,48,23.4
2209,600,0,105,2,17,57,46.6
2210,600,0,105,7,14,52,8.3
2211,600,0,105,9,16,22,16.4
2212,600,0,105,8,17,42,30.4
2213,600,0,105,10,18,52,38.5
2214,600,0,105,3,14,31,40.2
2215,600,0,105,4,16,37,37.9
2216,600,0,105,7,18,49,6.2
2217,600,0,105,5,19,50,45.3
2218,600,0,105,8,12,58,33.8
2219,600,0,105,8,14,23,23.7
2220,600,0,105,1,20,49,34.3
2221,600,0,105,6,15,34,36.9
2222,600,0,105,10,14,40,46.7
2223,600,0,105,10,14,25,31.1
2224,600,0,105,5,12,52,17.5
2225,600,0,105,3,19,23,9.0
2226,600,0,105,5,19,25,14.2
2227,600,0,105,10,15,56,3.2
2228,600,0,105,2,13,41,24.2
2229,600,0,105,8,12,60,3.7
2230,600,0,105,7,14,52,18.3
2231,600,0,105,6,17,50,9.9
2232,600,0,105,9,12,21,33.1
2233,600,0,105,3,14,29,22.1
2234,600,0,105,2,16,47,16.0
2235,600,0,105,3,20,33,21.7
2236,600,0,105,1,12,30,43.0
2237,600,0,105,8,19,37,38.8
2238,600,0,105,8,16,53,41.9
2239,600,0,105,4,16,24,44.0
2240,600,0,105,1,17,43,28.7
